,High_School_ID,High School
3078,3078,Community School of Davidson
3079,3079,North Atlanta
3080,3080,Ironwood
3081,3081,Naparima College
3082,3082,New Hartford
3083,3083,DePaul Catholic
3084,3084,IMG Academy
3085,3085,Honeoye Central
3086,3086,Indian Hill
3087,3087,Saint Clements School
3088,3088,William Hall
3089,3089,St. Mary's School for Girls
3090,3090,Marcelin Berthelot
3091,3091,Viktor Rydbergs Gymnasium
3092,3092,Presentation of Mary
3093,3093,Humboldt-Schule Kiel
3094,3094,Cranbrook Kingswood
3095,3095,Severna Park
3096,3096,St. John's College High School
3097,3097,Hawken
3098,3098,Jamestown
3099,3099,Denton Ryan
3100,3100,Brandywine
3101,3101,Sutton Memorial
3102,3102,Santa Margarita Catholic
3103,3103,T.A. Blakelock
3104,3104,Tom Clark
3105,3105,Governor Dummer Academy
3106,3106,Lyons Township
3107,3107,Rosa A. Temple
3108,3108,Albert Einstein
3109,3109,Enosburg
3110,3110,Rabanus-Maurus Gymnasium
3111,3111,HTBL u. VA Wiener Neustadt
3112,3112,North Smithfield
3113,3113,Valley High School
3114,3114,Maria Regina
3115,3115,John Bapst Memorial
3116,3116,Southpointe Academy
3117,3117,Myers Park
3118,3118,Winterset
3119,3119,Les Hydres de Québec
3120,3120,Lynn English
3121,3121,St. Louis Univ. HS
3122,3122,Flint Hill
3123,3123,Rye County Day
3124,3124,Waltham
3125,3125,University Preparatory School
3126,3126,Marquette H.S.
3127,3127,Smithtown
3128,3128,Assumption Catholic
3129,3129,Derby
3130,3130,Laguna Hills
3131,3131,Benjamin Russell
3132,3132,Oliver Ames HS
3133,3133,St. Vincent-St. Mary
3134,3134,Chesterhouse
3135,3135,St. John's Preparatory
3136,3136,Shiloh Christian
3137,3137,Mercersburg Acad.
3138,3138,Littleton HS
3139,3139,Dexter School
3140,3140,Westmindster Schools
3141,3141,Elmwood
3142,3142,Abingdon School
3143,3143,St. Joseph's College Hunters Hill
3144,3144,Kollegium Spiritus Sanctus
3145,3145,Stonyhurst College
3146,3146,Asheville School
3147,3147,Belmont  Hill School
3148,3148,Lyons
3149,3149,Arcadia
3150,3150,Winnacunnet
3151,3151,Beaver Country Day
3152,3152,Home School
3153,3153,Brewster Academy (N.H.)
3154,3154,Beechcroft
3155,3155,Chandler
3156,3156,King's College School
3157,3157,Southridge High School
3158,3158,Malmo Borgarskola
3159,3159,Middlebury Union
3160,3160,Mount St. Joseph Academy
3161,3161,North Broward Prep
3162,3162,Trinity Preparatory School
3163,3163,St. Ignatius School
3164,3164,Floyd B. Buchanan
3165,3165,Cape Coral
3166,3166,Hinsdale Township Central
3167,3167,St. Mary's High School
3168,3168,Louisville
3169,3169,Mansfield
3170,3170,Mohawk
3171,3171,Herman Gmeiner International College (Ghana)
3172,3172,"Veritas Press (Lancaster, Pa.)"
3173,3173,Waterville
3174,3174,North Sydney Girl's
3175,3175,Rumson-Fair Haven Regional
3176,3176,Loretto
3177,3177,Palos Verdes Pen
3178,3178,Notre Dame Secondary
3179,3179,Clark
3180,3180,Montevideo Central
3181,3181,Proctor Academy
3182,3182,College Preparatory
3183,3183,Marriottsville Ridge
3184,3184,Wm. Penn Charter School
3185,3185,Modesto
3186,3186,Heritage Hall
3187,3187,Woodside HS
3188,3188,Schreiber
3189,3189,Sydney
3190,3190,Raritan
3191,3191,Bristol Grammar
3192,3192,Fox Chapel Area
3193,3193,James A. Garfield
3194,3194,J.K. Mullen
3195,3195,Middleton High School
3196,3196,Case HS
3197,3197,St. Albans School (D.C.)
3198,3198,Peddie School (N.J.)
3199,3199,Palo Alto High School
3200,3200,Lawrence North
3201,3201,Bishop McNamara
3202,3202,Texas Christian University
3203,3203,Rutherford
3204,3204,Dematha
3205,3205,Saint Augustine High School
3206,3206,Adams
3207,3207,Seneca Valley
3208,3208,Stevenson
3209,3209,Georgetown Prep School
3210,3210,Cranston East
3211,3211,Palos Verdes Peninsula High School
3212,3212,Bristol Grammar School
3213,3213,West Central
3214,3214,Etobicoke Collegiate Institute
3215,3215,St. Louis University H.S.
3216,3216,Second Baptist
3217,3217,South Fayette
3218,3218,Early College at Guilford
3219,3219,Worthington Kilbourn
3220,3220,Breck High School
3221,3221,West Nasau
3222,3222,West Greene
3223,3223,Verona
3224,3224,Warren Central
3225,3225,Premier Elite Athletics Collegiate
3226,3226,Ransom Everglades School
3227,3227,Merion Mercy Academy
3228,3228,Stanford University Online
3229,3229,Academy of Our Lady of Peace
3230,3230,Newtown
3231,3231,Hohe Promenade
3232,3232,Forest Grove
3233,3233,Kingwood High School
3234,3234,Edmund Burke
3235,3235,Piscataway High School
3236,3236,Philips Academy
3237,3237,Genazzano FCJ College
3238,3238,Eastside (Ga.)
3239,3239,National Cathedral School for Girls
3240,3240,Ecole L'essor
3241,3241,Lodi
3242,3242,Century
3243,3243,Parkrose
3244,3244,St. Stephen's Episcopal
3245,3245,Carlsbad High School
3246,3246,Lincoln Park Academy
3247,3247,Maine Township South
3248,3248,Mang'u
3249,3249,City Honors
3250,3250,Westhampton Beach
3251,3251,Notre Dame Catholic Secondary School
3252,3252,Stoney Creek
3253,3253,South Island School
3254,3254,Green Valley
3255,3255,Niwot
3256,3256,Juneau-Douglas
3257,3257,Carl Sandburg
3258,3258,Mattawan
3259,3259,The Pennington School
3260,3260,McDonough
3261,3261,Hibriten
3262,3262,Wilmington
3263,3263,Eton College (England)
3264,3264,Cathedral Catholic High School
3265,3265,Briar Woods
3266,3266,Mayfield
3267,3267,Apache Junction
3268,3268,Niskayuna
3269,3269,Coral Springs Charter
3270,3270,Pembroke Pines Charter
3271,3271,Cambridge R&L (Mass.)
3272,3272,Los Gatos (Calif.)
3273,3273,Oslo Cathedral
3274,3274,Ecole Moser
3275,3275,Woodlands
3276,3276,Billings Central Catholic
3277,3277,Pacific Collegiate
3278,3278,St. Edward's School
3279,3279,Sports High School
3280,3280,Beckman
3281,3281,Chatfield
3282,3282,Naples
3283,3283,Clovis West
3284,3284,Mascoma Valley Regional (N.H.)
3285,3285,The Oaks
3286,3286,Lake Placid
3287,3287,The College Preparatory School of Oakland
3288,3288,Fairfield (Ohio)
3289,3289,Elizabeth Moir School
3290,3290,The College Preparatory School
3291,3291,Fieldston
3292,3292,Tuscarora
3293,3293,Mosenzon
3294,3294,Southeast Polk
3295,3295,Friends' Central School
3296,3296,Thacher School
3297,3297,Branson
3298,3298,Bishop O'Connell
3299,3299,Emma Willard School
3300,3300,Memorial Place
3301,3301,St. Michael's University School
3302,3302,Crofton House School
3303,3303,Northwest School
3304,3304,The Lovette School
3305,3305,Devon Preparatory
3306,3306,Weymouth South
3307,3307,High Technology
3308,3308,Fordham Prep School
3309,3309,A. Crawford Mosley
3310,3310,St. Edward High School
3311,3311,Windermere Prep
3312,3312,Peru Central
3313,3313,Shrewsbury School
3314,3314,Bishop O'Dea
3315,3315,Ashley
3316,3316,Milton Academy (Mass.)
3317,3317,Bolton School
3318,3318,Viera
3319,3319,Shrewsbury School (England)
3320,3320,St. Edwards
3321,3321,Orange County
3322,3322,Dowling HS
3323,3323,Werner-von-Siemens Gymnasium
3324,3324,St. Cloud Tech
3325,3325,Blake
3326,3326,Piscataway HS
3327,3327,East Catholic
3328,3328,Classical
3329,3329,Blair Academy (N.J.)
3330,3330,Xaverian Brothers
3331,3331,Miami Country Day
3332,3332,Friends Acad.
3333,3333,Buck Brown Nichols
3334,3334,La Salle College
3335,3335,Harley School
3336,3336,Medford
3337,3337,St. Ignatius College
3338,3338,Highlands
3339,3339,Canyon Crest Academy
3340,3340,Polyvalente le Mistral
3341,3341,Sugar Bowl Academy
3342,3342,Strake Jesuit College Prep
3343,3343,Marcus
3344,3344,Wylie E. Groves
3345,3345,German Swiss International School
3346,3346,Ecole Internationale de Montreal
3347,3347,Telluride
3348,3348,Mission Bay
3349,3349,Rio Mesa
3350,3350,A.L. Johnson
3351,3351,Queenwood School for Girls
3352,3352,Hampden Academy
3353,3353,Fort Lauderdale
3354,3354,Bob Jones High School
3355,3355,Ecole Secondarie
3356,3356,Alameda Community Learning Center
3357,3357,Fazekas
3358,3358,Cthedral Prep
3359,3359,SIDES
3360,3360,Mason County (Ky.)
3361,3361,Hwa Chong Jr College
3362,3362,John Muir
3363,3363,Pittsburgh Central Catholic
3364,3364,Webb School of Knoxville
3365,3365,Circle
3366,3366,Kirkwood
3367,3367,Mendham HS
3368,3368,Lakeland
3369,3369,The Walker School
3370,3370,Abilene
3371,3371,St. Margaret's Episcopal School
3372,3372,Johns Creek
3373,3373,Crispus Attucks
3374,3374,UMS-Wright
3375,3375,Maidstone Grammar
3376,3376,Poughkeepsie
3377,3377,Ocean Springs
3378,3378,St. Bonaventure
3379,3379,Web School
3380,3380,Renaissance College
3381,3381,Sir Winston Churchill
3382,3382,Champlain Park
3383,3383,St. Mark's (Texas)
3384,3384,Cardinal Ritter
3385,3385,Stratford
3386,3386,Huron Senior
3387,3387,Thomas Jefferson High School for  Science and Technology
3388,3388,Lake Region
3389,3389,University of Chicago LAB H.S.
3390,3390,Davidson High School
3391,3391,Madison Central
3392,3392,St. John's Prep.
3393,3393,Brophy Prep
3394,3394,MNG Rämibühl
3395,3395,Dexter
3396,3396,Lexington Catholic
3397,3397,North Salem
3398,3398,Lincoln Senior
3399,3399,Pottsville Area
3400,3400,Hamilton Boys' High School
3401,3401,Pacific Coast High School
3402,3402,Rockford
3403,3403,High Point Regional
3404,3404,El Alsson School
3405,3405,Benjamin N. Cardozo
3406,3406,Dwight-Englewood School
3407,3407,Newington College
3408,3408,Harvard-Westlake High School
3409,3409,Montville Township
3410,3410,Long Beach Polytechnic
3411,3411,Mount Greylock Regional
3412,3412,Washburn
3413,3413,Sacred Heart-Griffin
3414,3414,Milton High School
3415,3415,Conn.
3416,3416,Sage Hill School
3417,3417,Our Lady of Peace
3418,3418,Wichita Collegiate School
3419,3419,Wayne Memorial
3420,3420,Vincent Massey Collegiate
3421,3421,Aldai E Stevenson High School
3422,3422,North Middlesex Regional
3423,3423,Union-Endicott
3424,3424,Washington and Lee
3425,3425,Friends School
3426,3426,Our Lady of Mount Carmel SS
3427,3427,Skowhegan Area
3428,3428,Northwest Catholic
3429,3429,Jefferson Forest
3430,3430,The Cheltenham Ladies
3431,3431,R. A. Long
3432,3432,Stuart Country Day School
3433,3433,St. Paul Academy & Summitt School
3434,3434,Pearson College
3435,3435,Jai Hind College
3436,3436,St. Stephens
3437,3437,Strawberry Crest
3438,3438,Dublin
3439,3439,Holy Trinity
3440,3440,Brashear
3441,3441,Gonzaga Catholic
3442,3442,Egg Harbor Township
3443,3443,Detroit Catholic Central
3444,3444,Mt. Hebran
3445,3445,LaSalle College High
3446,3446,Regis HS
3447,3447,Shrewsbury School UK
3448,3448,North Allegheny Senior HS
3449,3449,Merritt Island
3450,3450,Chagrin Falls
3451,3451,Oak Park & River Forest
3452,3452,Cascia Hall Prep School
3453,3453,St. Johns Prep
3454,3454,Morris Hills
3455,3455,Cape Henry Collegiate
3456,3456,Pickerington
3457,3457,Lycee Saint Joseph Reims
3458,3458,Prince George Secondary
3459,3459,Brooks School
3460,3460,The Pendleton School (IMG Academies)
3461,3461,Deerfield Beach
3462,3462,Taravella
3463,3463,Buck Browne Nichols
3464,3464,Early College at Carver
3465,3465,The Wheeler School
3466,3466,Northland
3467,3467,Peabody
3468,3468,Jackson Memorial
3469,3469,Avon Grove
3470,3470,Clarkstown South
3471,3471,Paul Wharton
3472,3472,Cornelia Connelly
3473,3473,Carle Place
3474,3474,IPS Broad Ripple
3475,3475,Weber
3476,3476,Tantasqua Regional Senior
3477,3477,St. Peter's Secondary School
3478,3478,Magee Secondary
3479,3479,Hornsby Girls' School
3480,3480,Champlain Valley Union
3481,3481,Buckingham Browne and Nichols
3482,3482,Willow Glen Senior
3483,3483,Friedrich Dessquer Gym
3484,3484,Governor Thomas Johnson
3485,3485,Klein Oak
3486,3486,Stuart Hall
3487,3487,St. George's Independent School
3488,3488,Hamilton-Wenham Regional
3489,3489,Laguardia High School of Music & Arts
3490,3490,Manheim Central
3491,3491,Louis Bascan
3492,3492,Suncoast
3493,3493,Vossius Gymnasium
3494,3494,Amherst
3495,3495,Chaminade-Madonna College Prep
3496,3496,Brother Rice High School
3497,3497,Gen. Vlad Stoyechev SS
3498,3498,Vancouver College
3499,3499,Mount Saint Mary Academy
3500,3500,Atascocita
3501,3501,St. John's Jesuit
3502,3502,Lincoln Senior High School
3503,3503,St.Anne's-Belfield
3504,3504,Grossmont
3505,3505,South Eugene HS
3506,3506,Hauppauge
3507,3507,J.B. Conant
3508,3508,Loomis Chaffee School
3509,3509,Loudoun Valley
3510,3510,Bishop Dunne
3511,3511,Houston Christian
3512,3512,Illinois Math and Science Academy
3513,3513,William Howard Taft
3514,3514,Lew Wallace
3515,3515,Timberline
3516,3516,Wesleyan School
3517,3517,Brockville College
3518,3518,St. Leonards Schools
3519,3519,Our Lady Of Good Counsel
3520,3520,Port Jervis
3521,3521,Thomas Wootton
3522,3522,Mount Carmel (Ill.)
3523,3523,International School of Curitiba
3524,3524,St. Patrick's
3525,3525,Rock Canyon
3526,3526,Daphne
3527,3527,Withington Girls' School
3528,3528,Beaumont School
3529,3529,Starrs Mill
3530,3530,Boiling Springs
3531,3531,Pacifica
3532,3532,Castillejia School
3533,3533,Breck
3534,3534,Eula
3535,3535,Seattle Academy of Art and Science
3536,3536,Westerville Central
3537,3537,Gill St. Bernard’s School
3538,3538,Windsor HS
3539,3539,The Woodlands Prep
3540,3540,Ridgewood HS
3541,3541,Holderness School
3542,3542,Sunny Hills HS
3543,3543,Judge Memorial Catholic
3544,3544,Carmel Valley
3545,3545,Rocky Point
3546,3546,Langham Creek
3547,3547,Laguna Blanca School
3548,3548,New Trier West
3549,3549,Penn-Tafford
3550,3550,Marling Grammar School
3551,3551,Northern Valley Regional
3552,3552,Bluffton
3553,3553,Redmond
3554,3554,Convent of the Sacred Heart
3555,3555,Portsmouth Abbey
3556,3556,Derryfield School
3557,3557,Absegami
3558,3558,Mt. Carmel
3559,3559,Monrovia
3560,3560,Laguna Hills HS
3561,3561,Mainland Regional
3562,3562,Philips Exeter
3563,3563,St. Nicholas
3564,3564,Anglican Church
3565,3565,Lycee Chateaubriand de Rome
3566,3566,The Kinkaid School
3567,3567,Pateros
3568,3568,Tokyo Gakugei University International Secondary
3569,3569,Braintree
3570,3570,Dunwoody
3571,3571,Miami Beach
3572,3572,Christ the King
3573,3573,North Cross
3574,3574,Half Hollow Hills High School West
3575,3575,Lanphier
3576,3576,Fargo South
3577,3577,Millard North
3578,3578,Jenks
3579,3579,Souhegan High School
3580,3580,Glendale HS
3581,3581,Malibu
3582,3582,Nazareth Area
3583,3583,Winchester College
3584,3584,Ancaster
3585,3585,St. Joseph's Co-Ed School
3586,3586,High School of Mathematics
3587,3587,St. Thomas More Collegiate
3588,3588,MLC School
3589,3589,Pinetree Secondary School
3590,3590,Portsmouth Priory
3591,3591,St Benedict's College
3592,3592,Evergreen Park Community
3593,3593,Monsignor Farrell
3594,3594,Andrew Jackson
3595,3595,Sylvania Northview
3596,3596,York
3597,3597,San Francisco University
3598,3598,Morton West
3599,3599,Gavit
3600,3600,Cherry Hill West
3601,3601,Palm Harbor
3602,3602,Windward
3603,3603,St. Mildred's-Lightbourn School
3604,3604,Gunnery
3605,3605,Ivybridge Community College
3606,3606,Iolani High School
3607,3607,Christ Church Episcopal Center
3608,3608,Kentucky Country Day
3609,3609,Tustin
3610,3610,Carl Sandberg HS
3611,3611,Melbourne Grammar
3612,3612,Saint Peter's
3613,3613,Orion
3614,3614,Westlake/Duke High School
3615,3615,Benjamin Bosse
3616,3616,Clinton
3617,3617,"Buckingham, Browne and Nichols School"
3618,3618,Lima Senior
3619,3619,Ashland
3620,3620,Bellermine College Prep
3621,3621,Hereford
3622,3622,Artesia
3623,3623,Cincinnati Country Day School
3624,3624,Southlakes
3625,3625,Anglo Chinese Jr. College
3626,3626,Whitnall
3627,3627,Lovett School
3628,3628,Philips Exeter Acad.
3629,3629,Cumberland Valley
3630,3630,Robert M. Beren Academy
3631,3631,St. Joseph's Collegiate Institute
3632,3632,JB Connally
3633,3633,Eastwood
3634,3634,Norco
